,Game,AgeRestriction,GameDescription,Reviews,ReviewSentiment,ReleaseDate,Developer,FullPrice,DiscountedPrice,PEGI,MetacriticScore,Type,LastUpdate,GamesLanguages,GameFeatures,DRM Notice,GameAchievements,CuratorReviews
38,Houdini Indie,No,Houdini Indie's procedural node-based workflow offers a smarter way to create high quality game art. Houdini technology is used by AAA studios to take their games to the next level and now this procedural power is also available to indie game devs around the world.,"Análises em geral:
Muito positivas (154 análises)",Muito positivas,10/out./2018,SideFX,"R$ 134,95",0,,,"Animação e modelagem, Design e ilustração, Produção de vídeo, Desenvolvimento de jogos",Ver todas as atualizações (última: 29 de mar.),1,"Compat. parcial com controle
Nuvem Steam",Requer aceitação de contrato de terceiros,0,7 curadores analisaram este produto. Clique aqui para saber quais.
39,Red Dead Redemption 2,No,"Red Dead Redemption 2, a épica aventura de mundo aberto da Rockstar Games aclamada pela crítica e o jogo mais bem avaliado desta geração de consoles, agora chega aprimorado para PC com conteúdos inéditos no Modo História, melhorias visuais e muito mais.","Análises em geral:
Muito positivas (357,601 análises)",Muito positivas,5/dez./2019,Rockstar Games,"R$ 299,90",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/18.png,93,"Ação, Aventura",,Ver todos os 13 idiomas disponíveis,"Um jogador
JxJ on-line
Cooperativo on-line
Conquistas Steam
Compras em aplicativo
Compat. parcial com controle
Remote Play no celular
Remote Play no tablet",Requer aceitação de contrato de terceiros,Inclui 51 Conquistas Steam,"1,022 curadores analisaram este produto. Clique aqui para saber quais."
40,Moonleap,No,Moonleap é um jogo sobre um menino lua em sua jornada para recuperar estrelas cadentes. Troque o dia pela noite a cada salto e pegue todas as estrelas nesse desafiante jogo de plataforma e quebra cabeça!,"Análises em geral:
Muito positivas (56 análises)",Muito positivas,11/abr./2023,guselect,"R$ 19,99","R$ 15,99",https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/l.png,,"Aventura, Casual, Indie, Estratégia",,1,"Um jogador
Conquistas Steam
Compat. total com controle
Nuvem Steam
O Steam está analisando este jogo ",Not required,Inclui 19 Conquistas Steam,0
41,eFootball™ 2023,No,De “PES” para “eFootball™” O eFootball™ 2023 começa!,"Análises em geral:
Ligeiramente negativas (51,649 análises)",Neutras,29/set./2021,Konami Digital Entertainment,Gratuito para jogar,0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/l.png,,"Gratuito p/ Jogar, Simulação, Esportes",Ver todas as atualizações (última: 24 de mar.),Ver todos os 17 idiomas disponíveis,"Um jogador
JxJ on-line
JxJ tela dividida/compart.
Coop. tela dividida/compart.
Compras em aplicativo
Compat. parcial com controle",Requer aceitação de contrato de terceiros,0,59 curadores analisaram este produto. Clique aqui para saber quais.
42,Wall World,No,"Explore a misteriosa Wall World em seu robô-aranha gigante: minere recursos valiosos, melhore seu equipamento para lutar contra hordas de monstros e descubra biomas exóticos entre os ataques. Você será capaz de sobreviver e aprender os segredos de Wall World?","Análises em geral:
Muito positivas (1,221 análises)",Muito positivas,5/abr./2023,Alawar Premium,"R$ 10,89","R$ 15,19",https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/12.png,,"Ação, Aventura, Indie, Estratégia",Ver todas as atualizações (última: ontem),Ver todos os 11 idiomas disponíveis,"Um jogador
Conquistas Steam
Compat. total com controle
Cartas Colecionáveis Steam
Nuvem Steam",Not required,Inclui 14 Conquistas Steam,29 curadores analisaram este produto. Clique aqui para saber quais.
43,Team Fortress 2,No,"Nove classes distintas providenciam uma enorme variação de habilidades táticas e personalidades. Constantemente atualizado com novos modos de jogo, mapas, equipamentos e o mais importante: chapéus!","Análises em geral:
Muito positivas (946,048 análises)",Muito positivas,10/out./2007,Valve,Gratuito p/ Jogar,0,,92,"Ação, Gratuito p/ Jogar",Ver todas as atualizações (última: 30 de mar.),Ver todos os 26 idiomas disponíveis,"Multijogador multiplataforma
Conquistas Steam
Cartas Colecionáveis Steam
Legendas disponíveis
Oficina Steam
Compras em aplicativo
Compat. parcial com controle
Usa Valve Antitrapaça
Estatísticas
Inclui editor de níveis
Comentários disponíveis
Remote Play no celular
Remote Play no tablet",Not required,Inclui 520 Conquistas Steam,"8,505 curadores analisaram este produto. Clique aqui para saber quais."
44,Call of Duty®: Modern Warfare® II - Pacote Itadakimasu,Yes,,"Análises em geral:
Neutras (92 análises)",Neutras,23/mar./2023,"Infinity Ward, Raven Software, Beenox, , , , , ,","R$ 52,00",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/18.png,,Ação,Ver todas as atualizações (última: hoje),Ver todos os 14 idiomas disponíveis,"Um jogador
JxJ on-line
Cooperativo on-line
Multijogador multiplataforma
Conteúdo adicional
Conquistas Steam
Compat. total com controle
Legendas disponíveis
Compras em aplicativo",Not required,0,0
45,Battlefield™ 2042,No,Seja superior na Temporada 4: Última Hora. Battlefield™ 2042 é um jogo de tiro em primeira pessoa que marca o retorno à emblemática guerra total da franquia.,"Análises em geral:
Ligeiramente negativas (138,825 análises)",Neutras,19/nov./2021,DICE,"R$ 249,00",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/16.png,,"Ação, Aventura, Casual",Ver todas as atualizações (última: ontem),Ver todos os 14 idiomas disponíveis,"JxJ on-line
Cooperativo on-line
Conquistas Steam
Compat. total com controle
Cartas Colecionáveis Steam
Compras em aplicativo",Requer aceitação de contrato de terceiros,Inclui 34 Conquistas Steam,397 curadores analisaram este produto. Clique aqui para saber quais.
46,Mortal Kombat 11,Yes,"Mortal Kombat está de volta, melhor do que nunca, em uma evolução da icônica franquia.","Análises em geral:
Muito positivas (54,761 análises)",Muito positivas,23/abr./2019,"NetherRealm Studios, QLOC, Shiver","R$ 229,99",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/18.png,82,Ação,,Ver todos os 12 idiomas disponíveis,"Um jogador
JxJ on-line
JxJ tela dividida/compart.
Conquistas Steam
Compat. total com controle
Cartas Colecionáveis Steam
Compras em aplicativo
Nuvem Steam
Remote Play no celular
Remote Play no tablet
Remote Play na TV
Remote Play Together",Requer aceitação de contrato de terceiros,Inclui 58 Conquistas Steam,360 curadores analisaram este produto. Clique aqui para saber quais.
47,MARVEL SNAP,Yes,"Monte seu time dos sonhos da MARVEL a partir de um supertime dos seus heróis e vilões favoritos e faça jogadas incríveis. MARVEL SNAP é uma batalha de cartas rápida, cheia de adrenalina e estratégia, que te coloca no controle de tudo.","Análises em geral:
Muito positivas (12,840 análises)",Muito positivas,18/out./2022,"Second Dinner Studios, Inc.",Gratuito,0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/10.png,,"Casual, Gratuito p/ Jogar, Estratégia, Acesso Antecipado",Ver todas as atualizações (última: 21 de mar.),Ver todos os 13 idiomas disponíveis,"JxJ on-line
Multijogador multiplataforma
Compras em aplicativo",Requer aceitação de contrato de terceiros,0,60 curadores analisaram este produto. Clique aqui para saber quais.
48,Resident Evil 4 (2005),Yes,(Release: 2014) Special agent Leon S. Kennedy is sent on a mission to rescue the U.S. President’s daughter who has been kidnapped.,"Análises em geral:
Muito positivas (48,405 análises)",Extremamente positivas,28/fev./2014,Capcom,"R$ 39,99",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/18.png,79,"Ação, Aventura",,Ver todos os 5 idiomas disponíveis,"Um jogador
Conquistas Steam
Compat. total com controle
Cartas Colecionáveis Steam
Legendas disponíveis
Nuvem Steam
Classificações Steam",Requer aceitação de contrato de terceiros,Inclui 12 Conquistas Steam,587 curadores analisaram este produto. Clique aqui para saber quais.
49,The Mageseeker: A League of Legends Story™,No,"Feito pela Digital Sun, criadores de Moonlighter, The Mageseeker é um RPG de ação no universo de League of Legends. Jogue com Sylas, um mago recém-libertado após anos de cativeiro. Use as correntes que um dia prenderam você para libertar Demacia da tirania dos Caçadores de Magos.",,,18/abr./2023,Digital Sun,"R$ 88,99",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/12.png,,"Ação, Indie, RPG",,Ver todos os 13 idiomas disponíveis,"Um jogador
Conquistas Steam
Compat. total com controle
Nuvem Steam",Not required,0,4 curadores analisaram este produto. Clique aqui para saber quais.
50,DEVOUR,No,DEVOUR é um jogo cooperativo de horror e sobrevivência de 1 a 4 jogadores. Detenha integrantes possuídos por Azazel antes que eles te arrastem para o inferno. Corra. Grite. Esconda-se. Sobreviva a qualquer custo!,"Análises em geral:
Muito positivas (46,098 análises)",Muito positivas,28/jan./2021,Straight Back Games,"R$ 16,99",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/18.png,,Indie,Ver todas as atualizações (última: 25 de mar.),Ver todos os 23 idiomas disponíveis,"Um jogador
Cooperativo on-line
Conquistas Steam
Compat. total com controle
Compat. c/ contr. mov. rastr.
Cartas Colecionáveis Steam
Nuvem Steam",Not required,Inclui 86 Conquistas Steam,147 curadores analisaram este produto. Clique aqui para saber quais.
51,STRANGER OF PARADISE FINAL FANTASY ORIGIN,No,"Desenvolvido em cooperação entre a Square Enix e a Team Ninja (Koei Tecmo Games), STRANGER OF PARADISE FINAL FANTASY ORIGIN é um RPG de ação hardcore que leva a série FINAL FANTASY a uma nova direção.Vivencie os combates mais audaciosos e dramáticos da história de FINAL FANTASY.","Análises em geral:
Muito positivas (480 análises)",Muito positivas,6/abr./2023,"Square Enix, KOEI TECMO GAMES CO., LTD.","R$ 199,90",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/14.png,,"Ação, Aventura, RPG",,Ver todos os 9 idiomas disponíveis,"Um jogador
Cooperativo on-line
Conquistas Steam
Cartas Colecionáveis Steam
Compat. parcial com controle
Nuvem Steam",Requer aceitação de contrato de terceiros,Inclui 83 Conquistas Steam,27 curadores analisaram este produto. Clique aqui para saber quais.
52,Resident Evil Village,Yes,"Vivencie o horror de sobrevivência como nunca na 8ª sequência parte da franquia Resident Evil - Resident Evil Village. Com gráficos detalhados, ação intensa em primeira pessoa e uma narrativa primorosa, o terror nunca foi tão realista.","Análises em geral:
Extremamente positivas (61,859 análises)",Muito positivas,7/mai./2021,"CAPCOM Co., Ltd.","R$ 139,90",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/18.png,83,Ação,Ver todas as atualizações (última: 1 de dez. de 2022),Ver todos os 13 idiomas disponíveis,"Um jogador
Conquistas Steam
Compat. total com controle
Cartas Colecionáveis Steam
Nuvem Steam",Requer aceitação de contrato de terceiros,Inclui 56 Conquistas Steam,490 curadores analisaram este produto. Clique aqui para saber quais.
53,Mass Effect™ Legendary Edition,No,"Mass Effect™ Legendary Edition inclui o conteúdo básico para um jogador e mais de 40 DLCs dos aclamados jogos Mass Effect, Mass Effect 2 e Mass Effect 3, além de armas promocionais, armaduras e pacotes: tudo remasterizado e otimizado para 4K Ultra HD.","Análises em geral:
Muito positivas (32,407 análises)",Ligeiramente positivas,14/mai./2021,BioWare,"R$ 249,00","R$ 74,70",,86,"Ação, RPG",,Ver todos os 8 idiomas disponíveis,"Um jogador
Conquistas Steam
Compat. total com controle
Cartas Colecionáveis Steam
Remote Play na TV",Requer aceitação de contrato de terceiros,Inclui 127 Conquistas Steam,318 curadores analisaram este produto. Clique aqui para saber quais.
54,Mega Man X DiVE,No,"O mais recente capítulo de ""Mega Man X""! Jogue com X e Zero no ""Deep Log"".","Análises em geral:
Neutras (1,833 análises)",Neutras,14/set./2021,CAPCOM TAIWAN,Gratuito para jogar,0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/12.png,,"Ação, Gratuito p/ Jogar",Ver todas as atualizações (última: 22 de mar.),1,"Um jogador
JxJ on-line
Cooperativo on-line
Multijogador multiplataforma
Conquistas Steam
Compras em aplicativo
Compat. parcial com controle",Requer aceitação de contrato de terceiros,Inclui 22 Conquistas Steam,12 curadores analisaram este produto. Clique aqui para saber quais.
55,Smalland: Survive the Wilds,No,"Experimente uma grande aventura em pequena escala! Sobrevivência multijogador em uma mundo vasto e perigoso. Se preparar é fundamental quando você é tão pequeno e está na base da cadeia alimentar. Crie armas e armaduras, dome e monte criaturas, construa acampamentos e explore uma terra estranha. ","Análises em geral:
Muito positivas (2,293 análises)",Muito positivas,29/mar./2023,Merge Games,"R$ 73,99",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/12.png,,"Ação, Aventura, Indie, RPG, Acesso Antecipado",Ver todas as atualizações (última: 6 de abr.),Ver todos os 7 idiomas disponíveis,"Um jogador
Cooperativo on-line
Compat. parcial com controle",Not required,Inclui 13 Conquistas Steam,38 curadores analisaram este produto. Clique aqui para saber quais.
56,Tribes of Midgard - Deluxe Content,No,,"Análises em geral:
Ligeiramente positivas (34 análises)",Ligeiramente positivas,27/jul./2021,Norsfell,"R$ 19,99","R$ 7,99",https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/12.png,,"Ação, Aventura, Indie",Ver todas as atualizações (última: ontem),Ver todos os 19 idiomas disponíveis,"Um jogador
Cooperativo on-line
Conteúdo adicional
Conquistas Steam
Compat. total com controle
Compras em aplicativo",Not required,0,0
57,Dead Cells,No,"Dead Cells é um rogue-lite de ação em plataforma estilo Metroidvania. Você vai explorar um castelo extenso e em constante mutação... considerando que consiga enfrentar seus guardiões em combates 2D inspirados em Dark Souls. Sem checkpoints. Mate, morra, aprenda, repita.","Análises em geral:
Extremamente positivas (111,754 análises)",Extremamente positivas,6/ago./2018,Motion Twin,"R$ 47,49",0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/14.png,89,"Ação, Aventura, Indie",Ver todas as atualizações (última: hoje),Ver todos os 13 idiomas disponíveis,"Um jogador
Conquistas Steam
Compat. total com controle
Cartas Colecionáveis Steam
Oficina Steam
Nuvem Steam
Remote Play no celular
Remote Play no tablet
Remote Play na TV",Not required,Inclui 121 Conquistas Steam,685 curadores analisaram este produto. Clique aqui para saber quais.
58,The Sims™ 4,No,"Curta o poder de criar e controlar pessoas num mundo virtual onde não há regras. Seja poderoso e livre, divirta-se e jogue com a vida!","Análises em geral:
Muito positivas (94,566 análises)",Muito positivas,2/set./2014,Maxis,Gratuito para jogar,0,https://store.cloudflare.steamstatic.com/public/shared/images/game_ratings/DEJUS/12.png,,"Aventura, Casual, Gratuito p/ Jogar, Simulação",Ver todas as atualizações (última: 27 de mar.),Ver todos os 18 idiomas disponíveis,"Um jogador
Cartas Colecionáveis Steam
Remote Play no tablet",Requer aceitação de contrato de terceiros,Itens disponíveis na loja de pontos,428 curadores analisaram este produto. Clique aqui para saber quais.
